neighbourhood,room_type,price
Logan Square,Entire home/apt,60
Brighton Park,Entire home/apt,55
North Center,Entire home/apt,214
West Town,Entire home/apt,122
Near North Side,Entire home/apt,105
Logan Square,Entire home/apt,99
Near North Side,Private room,100
Jefferson Park,Entire home/apt,66
Greater Grand Crossing,Entire home/apt,70
Near North Side,Private room,26
North Center,Entire home/apt,133
West Town,Entire home/apt,105
Edgewater,Entire home/apt,78
Edgewater,Entire home/apt,149
Logan Square,Entire home/apt,160
Jefferson Park,Entire home/apt,99
East Garfield Park,Entire home/apt,79
Near North Side,Hotel room,31
Irving Park,Private room,42
Portage Park,Entire home/apt,79
Jefferson Park,Private room,42
Lincoln Park,Entire home/apt,154
Bridgeport,Entire home/apt,76
Lower West Side,Entire home/apt,100
Lake View,Entire home/apt,119
Lake View,Entire home/apt,88
Grand Boulevard,Entire home/apt,115
Near North Side,Entire home/apt,100
Lake View,Private room,79
Logan Square,Entire home/apt,105
Lincoln Square,Entire home/apt,149
Lake View,Private room,38
Near North Side,Entire home/apt,139
Uptown,Entire home/apt,125
Lincoln Square,Entire home/apt,150
Austin,Entire home/apt,60
Lower West Side,Private room,29
Lincoln Square,Entire home/apt,145
Near South Side,Entire home/apt,130
South Shore,Private room,28
Lake View,Entire home/apt,100
Rogers Park,Entire home/apt,55
Lincoln Square,Entire home/apt,70
Lake View,Entire home/apt,75
Near South Side,Private room,200
Near West Side,Private room,50
Lower West Side,Private room,34
West Ridge,Entire home/apt,76
Lower West Side,Private room,32
Lower West Side,Private room,34
West Town,Entire home/apt,400
Logan Square,Entire home/apt,65
Irving Park,Entire home/apt,125
Near West Side,Entire home/apt,86
Lake View,Entire home/apt,364
Lincoln Park,Entire home/apt,150
Bridgeport,Entire home/apt,45
West Town,Entire home/apt,90
Beverly,Entire home/apt,71
Lake View,Entire home/apt,80
West Town,Entire home/apt,213
Lower West Side,Entire home/apt,99
Lake View,Entire home/apt,77
Portage Park,Entire home/apt,80
Edgewater,Entire home/apt,90
Lake View,Private room,80
West Town,Private room,42
Portage Park,Private room,66
West Town,Private room,42
West Town,Private room,49
Uptown,Private room,35
North Center,Entire home/apt,180
North Center,Entire home/apt,250
South Shore,Entire home/apt,101
Rogers Park,Entire home/apt,980
West Town,Hotel room,150
West Town,Hotel room,150
West Town,Hotel room,140
West Town,Hotel room,140
West Town,Hotel room,128
West Town,Hotel room,128
West Town,Hotel room,140
West Town,Hotel room,140
Lake View,Entire home/apt,786
Greater Grand Crossing,Entire home/apt,94
South Lawndale,Entire home/apt,175
Portage Park,Entire home/apt,65
Uptown,Entire home/apt,127
Lincoln Park,Entire home/apt,150
Uptown,Private room,65
Irving Park,Entire home/apt,291
Englewood,Private room,26
Jefferson Park,Entire home/apt,99
Uptown,Private room,55
Lake View,Entire home/apt,90
North Park,Entire home/apt,90
Lincoln Park,Entire home/apt,87
West Town,Private room,32
Lincoln Park,Entire home/apt,142
Near West Side,Entire home/apt,58
West Town,Entire home/apt,307
West Town,Entire home/apt,151
Lake View,Entire home/apt,171
Lincoln Square,Private room,82
Humboldt Park,Entire home/apt,250
North Center,Private room,70
Calumet Heights,Shared room,16
Lincoln Park,Entire home/apt,95
West Ridge,Entire home/apt,62
Lake View,Entire home/apt,99
Avondale,Entire home/apt,50
West Town,Entire home/apt,85
North Lawndale,Entire home/apt,164
North Park,Entire home/apt,60
Bridgeport,Private room,50
South Shore,Private room,50
Near West Side,Private room,69
Austin,Private room,26
Lincoln Park,Entire home/apt,200
Logan Square,Entire home/apt,59
Lake View,Entire home/apt,110
Lincoln Park,Entire home/apt,150
Lincoln Park,Entire home/apt,150
Albany Park,Entire home/apt,150
Bridgeport,Entire home/apt,600
Douglas,Private room,109
Logan Square,Entire home/apt,103
Grand Boulevard,Private room,50
Loop,Entire home/apt,85
North Center,Entire home/apt,299
Near South Side,Entire home/apt,98
East Garfield Park,Entire home/apt,115
Loop,Entire home/apt,80
Lake View,Private room,60
Near West Side,Entire home/apt,114
Brighton Park,Private room,39
Austin,Entire home/apt,179
North Center,Entire home/apt,193
Austin,Private room,28
West Town,Entire home/apt,91
Bridgeport,Entire home/apt,112
Rogers Park,Private room,68
Humboldt Park,Entire home/apt,70
Austin,Private room,28
Armour Square,Entire home/apt,202
West Town,Private room,42
Humboldt Park,Entire home/apt,75
Loop,Entire home/apt,400
West Town,Entire home/apt,76
Near North Side,Entire home/apt,139
Humboldt Park,Entire home/apt,90
Loop,Entire home/apt,125
Near West Side,Entire home/apt,137
Logan Square,Entire home/apt,142
Lincoln Park,Entire home/apt,216
Lincoln Square,Entire home/apt,75
Woodlawn,Entire home/apt,110
Avondale,Entire home/apt,75
Edgewater,Entire home/apt,175
Austin,Private room,26
Lake View,Entire home/apt,72
Lake View,Entire home/apt,76
Lake View,Entire home/apt,71
Lake View,Entire home/apt,70
Lower West Side,Private room,50
Loop,Entire home/apt,121
West Town,Entire home/apt,115
Edgewater,Private room,40
Avondale,Entire home/apt,242
Near North Side,Entire home/apt,125
Near North Side,Entire home/apt,250
Near West Side,Private room,59
Brighton Park,Entire home/apt,121
Uptown,Entire home/apt,75
West Ridge,Entire home/apt,83
West Town,Entire home/apt,80
Woodlawn,Entire home/apt,85
Austin,Private room,20
Irving Park,Private room,32
Lake View,Entire home/apt,150
South Shore,Private room,55
Near North Side,Entire home/apt,507
Lincoln Square,Entire home/apt,90
Woodlawn,Private room,31
Lake View,Entire home/apt,86
Logan Square,Entire home/apt,95
Near West Side,Entire home/apt,116
Edgewater,Entire home/apt,176
Logan Square,Entire home/apt,292
West Town,Entire home/apt,142
Lake View,Entire home/apt,112
Ohare,Private room,75
Archer Heights,Private room,80
Near West Side,Entire home/apt,105
South Lawndale,Entire home/apt,79
Austin,Private room,60
Near West Side,Private room,38
West Town,Entire home/apt,64
Rogers Park,Entire home/apt,486
Near North Side,Private room,99
Avondale,Entire home/apt,103
Lincoln Park,Entire home/apt,84
Lincoln Square,Entire home/apt,50
North Center,Entire home/apt,102
Humboldt Park,Entire home/apt,100
Near North Side,Entire home/apt,69
Near North Side,Entire home/apt,109
Avondale,Entire home/apt,44
Kenwood,Entire home/apt,399
West Town,Entire home/apt,79
Mckinley Park,Entire home/apt,80
Irving Park,Private room,43
Lake View,Entire home/apt,225
Avondale,Entire home/apt,92
Loop,Entire home/apt,70
Lincoln Park,Entire home/apt,146
Lincoln Park,Entire home/apt,80
Avondale,Entire home/apt,140
Austin,Private room,22
Loop,Entire home/apt,299
Logan Square,Entire home/apt,185
Lake View,Hotel room,126
Lake View,Hotel room,131
Lake View,Hotel room,128
Lake View,Hotel room,131
Lake View,Hotel room,125
West Town,Entire home/apt,89
Englewood,Entire home/apt,50
Kenwood,Entire home/apt,150
Avondale,Entire home/apt,98
Near West Side,Entire home/apt,247
Loop,Entire home/apt,199
Bridgeport,Entire home/apt,75
Humboldt Park,Entire home/apt,100
Near North Side,Entire home/apt,62
West Town,Entire home/apt,1033
Logan Square,Entire home/apt,89
Lake View,Entire home/apt,230
Lake View,Entire home/apt,90
Near North Side,Entire home/apt,109
Logan Square,Entire home/apt,150
Avondale,Entire home/apt,169
Austin,Entire home/apt,60
West Town,Entire home/apt,165
Edgewater,Entire home/apt,125
Roseland,Private room,150
Avondale,Entire home/apt,66
Lake View,Entire home/apt,100
West Town,Private room,47
Near North Side,Entire home/apt,150
West Town,Private room,43
West Town,Private room,43
West Town,Entire home/apt,147
Lower West Side,Entire home/apt,88
Near North Side,Entire home/apt,340
Hermosa,Entire home/apt,72
Near West Side,Private room,49
Near North Side,Private room,89
Near North Side,Private room,175
East Garfield Park,Entire home/apt,89
North Lawndale,Entire home/apt,64
Lower West Side,Entire home/apt,79
Mckinley Park,Private room,18
Calumet Heights,Entire home/apt,200
Near West Side,Entire home/apt,537
Near South Side,Entire home/apt,112
Near North Side,Entire home/apt,74
North Center,Entire home/apt,194
North Center,Entire home/apt,205
Logan Square,Entire home/apt,166
Logan Square,Entire home/apt,100
Rogers Park,Private room,68
Lincoln Park,Entire home/apt,206
Loop,Entire home/apt,103
Near South Side,Entire home/apt,149
Rogers Park,Entire home/apt,189
West Town,Entire home/apt,75
Bridgeport,Entire home/apt,89
Near South Side,Entire home/apt,252
Irving Park,Private room,69
Uptown,Entire home/apt,101
West Town,Entire home/apt,292
Lower West Side,Entire home/apt,49
Lincoln Park,Entire home/apt,57
Lake View,Entire home/apt,64
West Garfield Park,Entire home/apt,300
Lake View,Entire home/apt,160
Lake View,Private room,75
Lincoln Park,Entire home/apt,176
Loop,Entire home/apt,94
East Garfield Park,Private room,50
Lake View,Entire home/apt,539
Near West Side,Entire home/apt,229
Near North Side,Private room,74
Near North Side,Entire home/apt,226
West Town,Entire home/apt,130
Logan Square,Entire home/apt,80
Lake View,Entire home/apt,696
Woodlawn,Private room,130
Hegewisch,Entire home/apt,75
Near North Side,Entire home/apt,160
Near North Side,Hotel room,98
Near South Side,Private room,60
Near North Side,Entire home/apt,158
Edgewater,Entire home/apt,80
Logan Square,Private room,89
Near North Side,Entire home/apt,146
Lincoln Park,Entire home/apt,116
Near North Side,Entire home/apt,234
Near North Side,Entire home/apt,179
Near North Side,Entire home/apt,179
Near North Side,Entire home/apt,174
Near North Side,Entire home/apt,179
Near North Side,Entire home/apt,324
Near North Side,Entire home/apt,324
Near North Side,Entire home/apt,179
Near North Side,Entire home/apt,179
Near North Side,Entire home/apt,324
Near North Side,Entire home/apt,324
Near North Side,Entire home/apt,179
Near North Side,Entire home/apt,179
Near North Side,Entire home/apt,179
Near North Side,Entire home/apt,324
Near North Side,Entire home/apt,234
Near North Side,Entire home/apt,179
Near North Side,Entire home/apt,199
Near North Side,Entire home/apt,216
Near North Side,Entire home/apt,140
Albany Park,Entire home/apt,140
Uptown,Entire home/apt,240
Near North Side,Entire home/apt,221
Lower West Side,Private room,50
Ohare,Entire home/apt,70
Loop,Entire home/apt,97
Bridgeport,Entire home/apt,98
Archer Heights,Entire home/apt,62
Avondale,Entire home/apt,89
Near North Side,Entire home/apt,599
Lake View,Entire home/apt,126
Lake View,Entire home/apt,125
Lake View,Entire home/apt,106
Near North Side,Hotel room,199
Near North Side,Hotel room,299
Near North Side,Hotel room,129
Near North Side,Hotel room,174
Near North Side,Hotel room,109
Near North Side,Hotel room,99
Lincoln Square,Entire home/apt,99
Near North Side,Entire home/apt,524
Near West Side,Entire home/apt,537
Near North Side,Entire home/apt,186
Armour Square,Private room,49
West Ridge,Entire home/apt,200
Near North Side,Entire home/apt,386
North Center,Entire home/apt,118
Belmont Cragin,Entire home/apt,65
West Garfield Park,Entire home/apt,200
Uptown,Entire home/apt,148
Logan Square,Entire home/apt,195
Douglas,Entire home/apt,120
Douglas,Entire home/apt,151
Loop,Entire home/apt,155
Edgewater,Entire home/apt,99
Lake View,Entire home/apt,81
Lincoln Square,Entire home/apt,384
West Town,Entire home/apt,130
West Town,Entire home/apt,162
Lincoln Park,Entire home/apt,375
Mckinley Park,Entire home/apt,85
Near North Side,Entire home/apt,80
Near North Side,Entire home/apt,206
Near West Side,Entire home/apt,311
Near West Side,Entire home/apt,561
South Shore,Entire home/apt,220
East Garfield Park,Entire home/apt,200
Loop,Entire home/apt,234
Lower West Side,Entire home/apt,101
Lake View,Entire home/apt,3690
Lake View,Entire home/apt,167
Grand Boulevard,Private room,50
Grand Boulevard,Private room,47
West Town,Private room,65
Uptown,Entire home/apt,240
Bridgeport,Entire home/apt,112
Greater Grand Crossing,Private room,165
West Town,Entire home/apt,145
Near South Side,Entire home/apt,220
Near West Side,Entire home/apt,55
Chatham,Entire home/apt,65
Lake View,Entire home/apt,238
Logan Square,Entire home/apt,114
Logan Square,Entire home/apt,1552
Logan Square,Entire home/apt,123
West Town,Private room,60
East Garfield Park,Private room,29
Near North Side,Entire home/apt,239
Lake View,Entire home/apt,65
South Lawndale,Entire home/apt,65
Lower West Side,Private room,26
West Town,Entire home/apt,115
Loop,Entire home/apt,165
Loop,Entire home/apt,124
West Garfield Park,Entire home/apt,75
Edgewater,Entire home/apt,53
Loop,Entire home/apt,110
Logan Square,Entire home/apt,83
Lake View,Private room,80
Logan Square,Entire home/apt,332
Austin,Private room,50
Armour Square,Entire home/apt,95
West Lawn,Entire home/apt,54
West Town,Entire home/apt,147
Rogers Park,Entire home/apt,254
Armour Square,Entire home/apt,422
Near South Side,Entire home/apt,96
Loop,Entire home/apt,115
Armour Square,Entire home/apt,229
Edgewater,Entire home/apt,100
West Town,Entire home/apt,150
Albany Park,Private room,38
West Ridge,Private room,55
Norwood Park,Entire home/apt,79
Garfield Ridge,Entire home/apt,99
Armour Square,Entire home/apt,229
Armour Square,Entire home/apt,229
Near South Side,Entire home/apt,229
Armour Square,Entire home/apt,229
Near South Side,Entire home/apt,213
Lower West Side,Entire home/apt,73
Lake View,Private room,113
Lower West Side,Entire home/apt,79
South Shore,Private room,28
Austin,Entire home/apt,39
Grand Boulevard,Private room,70
Grand Boulevard,Private room,85
Grand Boulevard,Private room,99
Armour Square,Entire home/apt,386
Norwood Park,Private room,40
West Town,Entire home/apt,131
Calumet Heights,Shared room,15
Armour Square,Entire home/apt,376
Armour Square,Entire home/apt,149
Pullman,Entire home/apt,160
Montclare,Private room,92
Near West Side,Private room,89
Near West Side,Entire home/apt,230
West Town,Entire home/apt,79
North Center,Private room,85
Bridgeport,Entire home/apt,118
Logan Square,Entire home/apt,450
Bridgeport,Private room,107
Lincoln Park,Entire home/apt,192
Near North Side,Entire home/apt,129
West Town,Entire home/apt,168
Near South Side,Entire home/apt,69
Loop,Entire home/apt,116
Logan Square,Entire home/apt,127
West Town,Private room,52
Lower West Side,Entire home/apt,100
Calumet Heights,Shared room,17
Near North Side,Entire home/apt,180
Lake View,Entire home/apt,132
Austin,Entire home/apt,97
West Town,Entire home/apt,125
Lincoln Park,Entire home/apt,2450
Armour Square,Entire home/apt,376
Armour Square,Entire home/apt,422
Armour Square,Entire home/apt,376
Lincoln Park,Entire home/apt,91
Lake View,Private room,250
Irving Park,Private room,32
Loop,Entire home/apt,146
Loop,Entire home/apt,238
Loop,Entire home/apt,155
West Town,Entire home/apt,44
Edgewater,Entire home/apt,184
Irving Park,Entire home/apt,161
South Shore,Private room,27
South Shore,Private room,21
Lower West Side,Entire home/apt,25
Lincoln Park,Entire home/apt,58
Lincoln Park,Entire home/apt,85
Lake View,Private room,78
Humboldt Park,Entire home/apt,72
Near West Side,Entire home/apt,120
Near West Side,Entire home/apt,225
Near North Side,Entire home/apt,180
Douglas,Private room,1000
South Shore,Shared room,20
Near North Side,Entire home/apt,83
Chatham,Entire home/apt,60
West Town,Entire home/apt,101
Lake View,Entire home/apt,1200
Washington Park,Entire home/apt,165
Chatham,Entire home/apt,60
Lincoln Park,Entire home/apt,55
Albany Park,Entire home/apt,124
Near North Side,Entire home/apt,110
North Center,Entire home/apt,199
Ashburn,Private room,37
Near North Side,Entire home/apt,85
Grand Boulevard,Entire home/apt,175
Loop,Entire home/apt,400
Near North Side,Entire home/apt,116
Near West Side,Entire home/apt,131
Lake View,Entire home/apt,185
Humboldt Park,Private room,45
Lake View,Entire home/apt,65
Logan Square,Entire home/apt,100
Grand Boulevard,Private room,34
Logan Square,Entire home/apt,101
Lincoln Park,Private room,85
Lincoln Square,Entire home/apt,206
South Chicago,Private room,59
Lincoln Park,Entire home/apt,69
North Center,Entire home/apt,192
Logan Square,Entire home/apt,55
Lincoln Park,Entire home/apt,72
Loop,Entire home/apt,238
East Garfield Park,Private room,34
Logan Square,Entire home/apt,61
South Shore,Private room,33
New City,Private room,28
Lincoln Park,Entire home/apt,187
Lake View,Entire home/apt,92
Mckinley Park,Entire home/apt,2000
Lincoln Park,Entire home/apt,125
West Town,Entire home/apt,122
Hyde Park,Entire home/apt,90
Lincoln Park,Private room,60
Douglas,Private room,159
Ohare,Entire home/apt,85
Avondale,Entire home/apt,100
Near North Side,Entire home/apt,135
Bridgeport,Private room,40
Near West Side,Entire home/apt,132
New City,Private room,23
North Center,Entire home/apt,216
West Town,Entire home/apt,94
West Town,Entire home/apt,94
West Town,Entire home/apt,113
Lincoln Park,Entire home/apt,111
Lake View,Entire home/apt,179
North Lawndale,Private room,26
Edgewater,Entire home/apt,121
Lincoln Park,Entire home/apt,1085
West Town,Private room,100
Logan Square,Entire home/apt,80
Loop,Entire home/apt,155
West Town,Entire home/apt,64
Loop,Entire home/apt,179
Lincoln Park,Entire home/apt,161
West Garfield Park,Private room,35
West Town,Entire home/apt,429
Near West Side,Entire home/apt,150
West Garfield Park,Private room,35
Chatham,Entire home/apt,34
Kenwood,Entire home/apt,150
Near North Side,Entire home/apt,110
West Town,Entire home/apt,80
Lake View,Entire home/apt,180
North Center,Entire home/apt,213
Loop,Entire home/apt,400
Avondale,Entire home/apt,1486
Loop,Entire home/apt,400
Loop,Entire home/apt,400
Near North Side,Entire home/apt,80
Edgewater,Entire home/apt,69
Near North Side,Entire home/apt,90
Irving Park,Entire home/apt,115
West Town,Entire home/apt,122
Loop,Entire home/apt,400
Hyde Park,Entire home/apt,158
West Town,Entire home/apt,84
Loop,Entire home/apt,400
Greater Grand Crossing,Shared room,72
Near North Side,Entire home/apt,400
Near North Side,Entire home/apt,400
Near North Side,Hotel room,98
Portage Park,Entire home/apt,71
Albany Park,Entire home/apt,222
Near North Side,Hotel room,126
Near North Side,Hotel room,31
Bridgeport,Entire home/apt,399
Bridgeport,Entire home/apt,89
Irving Park,Entire home/apt,60
Logan Square,Private room,75
Near North Side,Entire home/apt,185
Near North Side,Entire home/apt,185
Logan Square,Entire home/apt,180
Logan Square,Entire home/apt,76
Portage Park,Entire home/apt,69
Near North Side,Entire home/apt,99
Grand Boulevard,Shared room,29
Lincoln Park,Entire home/apt,199
North Park,Entire home/apt,83
Near North Side,Entire home/apt,145
Hyde Park,Entire home/apt,90
Near North Side,Entire home/apt,165
Logan Square,Entire home/apt,370
Near North Side,Entire home/apt,550
Near West Side,Entire home/apt,380
Woodlawn,Private room,49
Woodlawn,Private room,49
North Park,Private room,165
North Park,Private room,99
North Park,Entire home/apt,500
Near North Side,Hotel room,31
Near North Side,Hotel room,31
Near North Side,Hotel room,31
Edgewater,Entire home/apt,250
Lower West Side,Entire home/apt,79
West Ridge,Private room,50
Woodlawn,Private room,49
Edgewater,Entire home/apt,47
Logan Square,Entire home/apt,82
Chicago Lawn,Private room,54
Bridgeport,Entire home/apt,366
West Town,Entire home/apt,83
Pullman,Entire home/apt,109
Douglas,Entire home/apt,82
Edgewater,Entire home/apt,69
Lincoln Park,Private room,85
Logan Square,Entire home/apt,85
Lincoln Park,Entire home/apt,57
Lower West Side,Entire home/apt,115
Lincoln Park,Entire home/apt,55
Lincoln Park,Entire home/apt,181
Woodlawn,Private room,59
Near North Side,Entire home/apt,162
Near North Side,Entire home/apt,208
Near North Side,Entire home/apt,198
Near North Side,Entire home/apt,228
Near North Side,Entire home/apt,125
Near North Side,Entire home/apt,125
Near North Side,Entire home/apt,145
Loop,Entire home/apt,222
North Center,Entire home/apt,82
West Town,Entire home/apt,1921
Calumet Heights,Private room,30
West Town,Entire home/apt,151
Loop,Entire home/apt,112
Lincoln Park,Entire home/apt,56
Armour Square,Entire home/apt,399
Armour Square,Entire home/apt,399
Loop,Entire home/apt,152
Near North Side,Entire home/apt,500
West Town,Entire home/apt,250
West Town,Entire home/apt,208
Near North Side,Entire home/apt,135
Lake View,Entire home/apt,911
Grand Boulevard,Shared room,22
Grand Boulevard,Private room,24
Grand Boulevard,Private room,25
Loop,Entire home/apt,196
Near South Side,Entire home/apt,105
Near North Side,Entire home/apt,75
Irving Park,Entire home/apt,152
West Town,Entire home/apt,59
Logan Square,Entire home/apt,105
Near North Side,Entire home/apt,82
West Town,Entire home/apt,76
Logan Square,Entire home/apt,575
West Town,Entire home/apt,75
Edgewater,Entire home/apt,84
West Town,Entire home/apt,168
South Lawndale,Entire home/apt,84
Rogers Park,Entire home/apt,182
Bridgeport,Entire home/apt,59
Logan Square,Entire home/apt,105
Uptown,Private room,45
West Town,Entire home/apt,2788
Near North Side,Entire home/apt,165
Roseland,Entire home/apt,100
Lower West Side,Entire home/apt,68
Lincoln Park,Entire home/apt,210
Lake View,Entire home/apt,45
Austin,Entire home/apt,199
East Garfield Park,Entire home/apt,79
North Center,Entire home/apt,201
Lake View,Private room,70
West Town,Entire home/apt,120
South Shore,Entire home/apt,67
Grand Boulevard,Entire home/apt,225
Logan Square,Entire home/apt,102
Near North Side,Entire home/apt,641
West Englewood,Entire home/apt,1500
Loop,Entire home/apt,199
West Town,Entire home/apt,536
South Shore,Private room,30
Near West Side,Private room,50
Near West Side,Private room,43
Austin,Private room,31
Logan Square,Entire home/apt,163
Near North Side,Entire home/apt,450
West Ridge,Private room,50
Near North Side,Entire home/apt,1000
Near West Side,Entire home/apt,117
Beverly,Entire home/apt,135
South Shore,Entire home/apt,182
Lake View,Entire home/apt,163
West Town,Private room,69
Near North Side,Entire home/apt,149
Near North Side,Entire home/apt,125
Near North Side,Entire home/apt,149
Near North Side,Entire home/apt,144
Lower West Side,Private room,28
North Center,Entire home/apt,139
Lake View,Entire home/apt,269
Near North Side,Entire home/apt,2338
Lake View,Entire home/apt,315
Albany Park,Entire home/apt,100
Lake View,Entire home/apt,65
Grand Boulevard,Entire home/apt,340
Lincoln Park,Entire home/apt,635
Lincoln Square,Entire home/apt,1057
Lower West Side,Entire home/apt,119
Near West Side,Entire home/apt,264
Near South Side,Entire home/apt,227
Mckinley Park,Entire home/apt,75
Lake View,Entire home/apt,355
Douglas,Entire home/apt,80
Near North Side,Entire home/apt,200
Washington Park,Private room,30
Near North Side,Entire home/apt,120
Lower West Side,Entire home/apt,94
Lake View,Entire home/apt,9000
West Town,Entire home/apt,290
Humboldt Park,Private room,46
Grand Boulevard,Private room,75
Avondale,Entire home/apt,85
Uptown,Entire home/apt,68
Near North Side,Entire home/apt,250
Portage Park,Entire home/apt,100
Douglas,Entire home/apt,327
West Town,Entire home/apt,450
Loop,Entire home/apt,249
Armour Square,Private room,39
Norwood Park,Private room,49
Grand Boulevard,Entire home/apt,159
Lincoln Square,Entire home/apt,81
New City,Private room,25
Lake View,Entire home/apt,200
West Town,Private room,40
Albany Park,Private room,80
Uptown,Private room,90
Norwood Park,Entire home/apt,60
Bridgeport,Private room,30
Uptown,Entire home/apt,109
Near North Side,Entire home/apt,414
Kenwood,Entire home/apt,155
Lake View,Entire home/apt,158
Edgewater,Private room,100
Avondale,Private room,45
Rogers Park,Entire home/apt,95
Lake View,Entire home/apt,92
Avondale,Entire home/apt,102
Lincoln Park,Entire home/apt,635
Near North Side,Entire home/apt,96
Near North Side,Entire home/apt,179
Logan Square,Entire home/apt,204
Logan Square,Entire home/apt,199
Dunning,Private room,35
Edgewater,Private room,45
Near North Side,Entire home/apt,133
Near North Side,Entire home/apt,185
Loop,Entire home/apt,400
West Garfield Park,Private room,34
West Town,Entire home/apt,150
Lincoln Park,Entire home/apt,150
Near South Side,Entire home/apt,81
Dunning,Private room,90
Lincoln Park,Entire home/apt,229
Near North Side,Private room,99
South Chicago,Entire home/apt,80
Jefferson Park,Entire home/apt,56
South Lawndale,Entire home/apt,94
East Garfield Park,Entire home/apt,581
Bridgeport,Private room,52
Avalon Park,Entire home/apt,146
Logan Square,Entire home/apt,202
Lincoln Park,Entire home/apt,94
Loop,Entire home/apt,229
Calumet Heights,Entire home/apt,152
West Ridge,Private room,75
Near North Side,Entire home/apt,80
West Town,Private room,205
Logan Square,Entire home/apt,96
Near North Side,Entire home/apt,234
Loop,Entire home/apt,300
Irving Park,Private room,31
Hyde Park,Entire home/apt,63
Hyde Park,Entire home/apt,59
Hyde Park,Entire home/apt,63
Hyde Park,Entire home/apt,60
Hyde Park,Entire home/apt,62
Hyde Park,Entire home/apt,59
Kenwood,Entire home/apt,64
Portage Park,Entire home/apt,88
Calumet Heights,Entire home/apt,70
Armour Square,Private room,70
Near North Side,Entire home/apt,65
Roseland,Entire home/apt,80
West Town,Entire home/apt,95
Near North Side,Entire home/apt,116
Near North Side,Entire home/apt,133
Near North Side,Entire home/apt,130
Near North Side,Entire home/apt,157
Near North Side,Entire home/apt,139
Near North Side,Entire home/apt,144
Near North Side,Entire home/apt,255
Lincoln Square,Entire home/apt,80
Avondale,Entire home/apt,139
West Town,Private room,65
Brighton Park,Entire home/apt,350
Near West Side,Entire home/apt,80
Near West Side,Entire home/apt,799
East Garfield Park,Entire home/apt,96
Near South Side,Entire home/apt,150
Irving Park,Entire home/apt,65
Logan Square,Entire home/apt,131
Rogers Park,Entire home/apt,42
Near North Side,Entire home/apt,152
Loop,Entire home/apt,124
Near North Side,Entire home/apt,200
Near North Side,Entire home/apt,103
Bridgeport,Entire home/apt,464
North Center,Entire home/apt,111
West Town,Entire home/apt,409
Uptown,Entire home/apt,92
Lake View,Entire home/apt,279
Garfield Ridge,Entire home/apt,66
Rogers Park,Private room,70
Humboldt Park,Entire home/apt,45
Norwood Park,Entire home/apt,65
Logan Square,Entire home/apt,110
Oakland,Entire home/apt,1000
Logan Square,Private room,50
Logan Square,Private room,95
Douglas,Entire home/apt,121
Lower West Side,Private room,26
Washington Park,Entire home/apt,118
West Town,Entire home/apt,176
Logan Square,Entire home/apt,180
Lake View,Entire home/apt,200
Dunning,Entire home/apt,224
Logan Square,Entire home/apt,225
Garfield Ridge,Entire home/apt,300
West Town,Entire home/apt,136
Bridgeport,Entire home/apt,79
Logan Square,Entire home/apt,565
Logan Square,Entire home/apt,913
South Lawndale,Entire home/apt,61
Loop,Private room,119
Bridgeport,Entire home/apt,69
Logan Square,Entire home/apt,70
Bridgeport,Entire home/apt,114
Loop,Private room,109
Loop,Private room,109
Loop,Private room,109
Loop,Private room,129
Loop,Private room,129
Loop,Private room,129
Loop,Private room,169
Loop,Private room,169
Loop,Private room,189
Hyde Park,Entire home/apt,100
Logan Square,Entire home/apt,77
Kenwood,Private room,155
Bridgeport,Private room,50
Chatham,Entire home/apt,50
Lincoln Square,Entire home/apt,97
Lake View,Entire home/apt,104
Avondale,Entire home/apt,46
South Lawndale,Entire home/apt,56
Douglas,Private room,52
West Town,Entire home/apt,1250
Near North Side,Entire home/apt,400
Hyde Park,Entire home/apt,70
Near North Side,Entire home/apt,400
North Center,Entire home/apt,75
West Town,Entire home/apt,100
Irving Park,Private room,45
West Town,Private room,470
West Town,Private room,80
Loop,Entire home/apt,149
Hyde Park,Private room,68
Lincoln Square,Entire home/apt,94
Lincoln Square,Entire home/apt,102
Lincoln Square,Entire home/apt,87
Lincoln Square,Entire home/apt,94
Near West Side,Shared room,10
Armour Square,Private room,30
Belmont Cragin,Entire home/apt,50
Grand Boulevard,Private room,84
West Town,Entire home/apt,249
Lower West Side,Entire home/apt,175
Irving Park,Entire home/apt,134
Avondale,Entire home/apt,127
West Town,Private room,55
Near West Side,Entire home/apt,109
Near North Side,Entire home/apt,313
Lincoln Park,Entire home/apt,80
Edgewater,Private room,35
Loop,Entire home/apt,50
West Town,Private room,82
Chicago Lawn,Entire home/apt,45
Portage Park,Entire home/apt,416
Ashburn,Private room,48
Near North Side,Entire home/apt,54
South Shore,Entire home/apt,69
Avondale,Private room,75
Armour Square,Private room,70
Lower West Side,Entire home/apt,94
Logan Square,Entire home/apt,102
Avondale,Entire home/apt,90
Edgewater,Private room,39
Loop,Private room,104
Loop,Private room,114
Loop,Private room,114
Lincoln Square,Entire home/apt,61
Lincoln Square,Entire home/apt,61
Woodlawn,Private room,49
Rogers Park,Private room,41
Woodlawn,Private room,26
West Town,Entire home/apt,156
Garfield Ridge,Entire home/apt,75
Avondale,Entire home/apt,121
Woodlawn,Entire home/apt,69
Woodlawn,Private room,32
Loop,Entire home/apt,119
East Garfield Park,Private room,160
Loop,Hotel room,9999
Loop,Hotel room,9999
Loop,Hotel room,9999
