,id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,availability_365
3635,33593525,Oasis 3 #3C - 3 Bedroom Condo - McCormick Place,178710732,Annie,Armour Square,41.85718,-87.63306999999998,Entire home/apt,229,1,27,2020-08-02,358
3636,33593941,Oasis 3 #3B - 3 Bedroom Condo - McCormick Place,178710732,Annie,Armour Square,41.85674,-87.63316,Entire home/apt,229,1,40,2020-03-15,359
3637,33594118,Oasis 3 #3A - 3 Bedroom Condo - McCormick Place,178710732,Annie,Near South Side,41.85818,-87.63344000000002,Entire home/apt,229,1,32,2020-09-08,362
3638,33594246,Oasis 3 #1C - 3 Bedroom Condo - McCormick Place,178710732,Annie,Armour Square,41.8568,-87.63242,Entire home/apt,229,1,30,2019-12-07,362
3639,33594327,Oasis 3 #1B - 3 Bedroom Condo - McCormick Place,178710732,Annie,Near South Side,41.85858,-87.63316,Entire home/apt,213,1,35,2020-03-15,355
3640,33615334,Heart of Pilsen,14988400,Sharon,Lower West Side,41.8573,-87.66563000000002,Entire home/apt,73,2,42,2020-09-11,28
3641,33618104,Luxury Condo stone's throw from Wrigley,244138693,Matthew,Lake View,41.94476,-87.65347,Private room,113,1,15,2019-11-30,0
3642,33636138,Amazing Place•Pilse•Art•Food Parking•Train!,50333985,Gabriel,Lower West Side,41.85694,-87.67701,Entire home/apt,79,2,99,2020-08-23,132
3643,33645248,Green room + Sleeparea 1 - 6@ South Shore Bungalow,28501460,Delia,South Shore,41.76458,-87.57169,Private room,28,3,15,2020-03-15,338
3644,33657338,Cozy Garden 1 Bedroom Apartment,216479657,Ava Anthony,Austin,41.91115,-87.77915,Entire home/apt,39,1,33,2020-09-14,172
3645,33662870,Suite 1,224818670,Adriane,Grand Boulevard,41.81106,-87.61366,Private room,70,2,4,2019-10-13,269
3646,33663314,Suite 2,224818670,Adriane,Grand Boulevard,41.81055,-87.61388000000002,Private room,85,2,3,2019-10-16,0
3647,33663558,Suite 3,224818670,Adriane,Grand Boulevard,41.81081,-87.61265,Private room,99,2,2,2019-10-14,269
3648,33667922,Oasis 1 #3132 - 4 Bedroom Condo - McCormick Place,178710732,Annie,Armour Square,41.85193,-87.63216,Entire home/apt,386,1,10,2020-03-02,248
3649,33685884,Cozy Tiny Home,253901482,Heidy,Norwood Park,41.9819,-87.81694,Private room,40,2,6,2020-07-29,61
3650,33708987,3 BR | Chicago Brewing District Retreat,5228189,Matthew,West Town,41.89154,-87.67685999999998,Entire home/apt,131,2,34,2020-08-29,0
3651,33719692,G. MANSION SHARED BEDROOM G_BOTTOM BUNK BED,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,41.72948,-87.57719,Shared room,15,14,22,2020-08-16,340
3652,33724609,Oasis 4 #1S - 4 Bedroom Condo - McCormick Place,178710732,Annie,Armour Square,41.84547,-87.63426,Entire home/apt,376,1,24,2020-02-16,363
3653,33740724,228 B - Cozy entire apartment in Chinatown center,217094024,Helen,Armour Square,41.85212,-87.63278000000003,Entire home/apt,149,2,36,2020-03-07,356
3654,33749042,Gamers Getaway 20 minutes from downtown,161740210,Daniel,Pullman,41.72171,-87.59472,Entire home/apt,160,2,34,2020-09-06,352
3655,33749416,Entire Attic bright airy  with Terrace near O’Hare,144854410,Martha,Montclare,41.93207,-87.7917,Private room,92,3,14,2019-10-21,180
3656,33753806,Underwater BunkBed room for4 (Complimentary bikes),220328753,Nathaly,Near West Side,41.86653,-87.65483,Private room,89,2,24,2020-06-20,363
3657,33755589,Tropical Mi Casa es Tu Casa (+Complimentary bikes),220328753,Nathaly,Near West Side,41.86674,-87.65628000000002,Entire home/apt,230,1,8,2019-12-21,0
3658,33804619,"Wonderful Wicker Park 1 Bedroom, Walk To The Train",10917550,Nicky,West Town,41.90426,-87.67034,Entire home/apt,79,1,42,2020-08-31,344
3659,33810223,Cozy retreat in Roscoe Village,195015117,Brenda,North Center,41.93726,-87.67425,Private room,85,1,10,2019-10-26,325
3660,33810838,"2F-2BR Apt in Bridgeport along Archer Ave.
聚华坊",150847041,Henry,Bridgeport,41.8403,-87.65903,Entire home/apt,118,2,20,2020-09-07,24
3661,33834132,St. Emeric - Chef's Residency,10051543,Jim,Logan Square,41.92692,-87.6953,Entire home/apt,450,2,0,,365
3662,33845847,Elegant Bridgeport Bright Master Suite w/Jacuzzi,117331227,Michael,Bridgeport,41.83388,-87.65146999999997,Private room,107,2,4,2019-08-04,365
3663,33855764,Freshly Renovated Lincoln Park Home Away from Home,129881621,Phoebe,Lincoln Park,41.92729,-87.66743000000002,Entire home/apt,192,2,18,2020-08-12,187
3664,33872370,Beautiful Chicago Views from 1BR + Balcony!,33127842,Kari,Near North Side,41.89769,-87.63174000000002,Entire home/apt,129,30,2,2019-10-04,365
3665,33878204,Luxury Apt in Wicker Park Minutes to Downtown,11539892,Reno,West Town,41.90089,-87.6682,Entire home/apt,168,2,1,2019-06-02,0
3666,33879930,**Cozy Loft in SOUTH LOOP Walk to McCormick,178356036,W.H.G.S.,Near South Side,41.85383,-87.62411999999998,Entire home/apt,69,2,58,2020-09-15,186
3667,33889505,"Modern Loop 1BR w/ Roofdeck, Pool, Theater, near the L by Blueground",107434423,Blueground,Loop,41.88302,-87.63417,Entire home/apt,116,30,1,2019-07-14,340
3668,33899292,Bucktown Private GEM - a 3BR Modern Oasis,356360409,Eugene,Logan Square,41.92381,-87.67851,Entire home/apt,127,2,71,2020-09-18,51
3669,33906520,Private room in cozy Humboldt Park apartment,28459008,Nyree,West Town,41.89965,-87.697,Private room,52,1,9,2019-06-22,0
3670,33913186,Convenient & Relaxing 2BR / 1 BA in Pilsen,256102313,Polina,Lower West Side,41.8534,-87.67116999999998,Entire home/apt,100,3,52,2020-09-13,352
3671,33928454,F. F-tra MANSION TOP BUNK IN SHARED ROOM,163484540,Francineuma Vitoriano Dos Santos,Calumet Heights,41.72857,-87.57824000000002,Shared room,17,25,2,2020-07-31,1
3672,33928624,"Crisp Gold Coast 1BR w/ Gym, Terrace, near Lake & the L, by Blueground",107434423,Blueground,Near North Side,41.8989,-87.62796999999998,Entire home/apt,180,30,0,,56
3673,33937582,Brand New Renovated One Bed- Your Private Paradise,256266350,Zach,Lake View,41.94015,-87.64779,Entire home/apt,132,2,60,2020-09-07,82
3674,33938341,Lashleys Oasis on Gladys,184672208,Lashaun R,Austin,41.87469,-87.74821999999998,Entire home/apt,97,1,23,2020-02-22,0
3675,33938464,Lillians Place,256276230,Maria A,West Town,41.89061,-87.66875999999998,Entire home/apt,125,2,21,2020-03-16,325
3676,33940403,Lincoln Park Joyful Home for 14,113257336,Beth,Lincoln Park,41.913,-87.64813000000002,Entire home/apt,2450,3,3,2019-11-30,352
3677,33948525,Oasis 4 #2S - 5 Bedroom Condo - McCormick Place,178710732,Annie,Armour Square,41.84408,-87.63372,Entire home/apt,376,1,7,2020-08-02,336
3678,33948713,Oasis 4 #1N - 4 Bedroom Condo - McCormick Place,178710732,Annie,Armour Square,41.84372000000001,-87.63517,Entire home/apt,422,1,9,2020-03-15,115
3679,33948840,Oasis 4 #2N - 4 Bedroom Condo - McCormick Place,178710732,Annie,Armour Square,41.84366,-87.63292,Entire home/apt,376,1,0,,0
3680,33993860,SUPERB Old Twn/Lincoln Park Bright LOFT (+parking),179367980,Wendy And Matt,Lincoln Park,41.91338,-87.64961,Entire home/apt,91,2,62,2020-08-13,38
3681,33998121,Luxury Rooms in Lakeview East/Wrigley,58253007,Donna,Lake View,41.94282000000001,-87.6517,Private room,250,3,2,2019-08-06,365
3682,34013879,BR next to Milwaukee Ave/Old Irving Pk/ Avondale,31378386,Proper Stays,Irving Park,41.9436,-87.73199,Private room,32,30,3,2020-08-01,322
3683,34025572,MODERN LUX MILLENNIUM PARK 1BR + 1BA - PRIME SPOT!,33127842,Kari,Loop,41.88693,-87.62517,Entire home/apt,146,32,0,,365
3684,34025714,MODERN MILLENNIUM PARK 2BR/2BA ON MICHIGAN AVE!,63313003,K,Loop,41.88491,-87.62541999999998,Entire home/apt,238,32,1,2019-05-17,365
3685,34025931,MOD MILLENNIUM PARK LUX 1BR/1BA - PRIME LOCATION!,63313003,K,Loop,41.88654,-87.62562,Entire home/apt,155,32,0,,365
3686,34035822,Private and Modern 2BR in Ukrainian Village,225845042,Dayne,West Town,41.89924,-87.68861,Entire home/apt,44,2,2,2020-03-05,0
3687,34043080,Warm & Comforting 4BR/2BA in Andersonville,255603957,India,Edgewater,41.97709,-87.66311,Entire home/apt,184,3,27,2020-09-15,324
3688,34044886,"Modern Renovated Condo, 3BED,2BATH Mins To Wrigley",28777472,Mitesh,Irving Park,41.95698,-87.69861999999998,Entire home/apt,161,4,35,2020-08-09,128
3689,34081264,Metra(♥)Mins to DTWN UnivChicago McCormickPlace,47056445,Andy,South Shore,41.76246,-87.58595,Private room,27,1,33,2020-03-12,248
3690,34086075,Metra(♥)Mins to DTWN UnivChicago McCormickPlace,47056445,Andy,South Shore,41.76145,-87.58636,Private room,21,1,24,2020-08-08,49
3691,34088913,Casita Near the Mexican Art Museum,65922463,Yuriria,Lower West Side,41.854,-87.67181,Entire home/apt,25,2,8,2020-03-08,0
3692,34094589,"Luxury studio in Lincoln Park, Chicago 4",172402450,Lora,Lincoln Park,41.93165,-87.66493,Entire home/apt,58,1,70,2020-09-05,336
3693,34095049,Lincoln Park Condo Private Residence,257464365,Kevin,Lincoln Park,41.92923,-87.67276,Entire home/apt,85,6,0,,0
3694,34105203,1BR Lakeview Condo - with a lake view!,1201479,Ethan,Lake View,41.94513,-87.64231,Private room,78,2,11,2020-08-04,267
3695,34115512,"Pet friendly, entire apt in hot Humboldt Park!",45239294,Cherie,Humboldt Park,41.90891,-87.71069,Entire home/apt,72,1,17,2020-01-01,0
3696,34122651,"Bright 3 bed, 2 bath apt. w/ laundry 8min downtown",44773457,Brad,Near West Side,41.87706,-87.67879,Entire home/apt,120,3,37,2020-09-16,288
3697,34123559,Fulton Market Luxury 2 Bedrooms  Chic Glass House,3965428,Rob,Near West Side,41.88624,-87.64663,Entire home/apt,225,31,0,,365
3698,34123997,Luxurious in Center Location Downtown Chicago,3965428,Rob,Near North Side,41.89086,-87.62210999999998,Entire home/apt,180,31,0,,365
3699,34129532,PRIVATE DELUXE ROOM (VD),586386,Villa,Douglas,41.82632,-87.61777,Private room,1000,8,0,,365
3700,34137266,Shared space south shore Bungalo.,28501460,Delia,South Shore,41.76307,-87.57319,Shared room,20,3,12,2020-08-15,338
3701,34139061,WATER-TOWER NEW MODERN APARTMENT ON MICHIGAN AVE,49626033,Roma,Near North Side,41.89862,-87.62138,Entire home/apt,83,30,0,,365
3702,34144699,Carol’s Guesthouse (2nd Floor),252018909,Carol,Chatham,41.7504,-87.61659,Entire home/apt,60,3,20,2020-07-28,329
3703,34145873,Relaxing 2 Bedroom Designer Condo,70572340,Anna,West Town,41.9055,-87.68844,Entire home/apt,101,3,41,2020-08-24,302
3704,34147220,COACH HOUSE in WRIGLEYVILLE,19645168,Brandon,Lake View,41.9533,-87.66716,Entire home/apt,1200,2,24,2020-03-08,29
3705,34147289,7 STAR THE MALIA OASIS #1 ....2BR/2BA,257793960,Bob,Washington Park,41.78717,-87.61524,Entire home/apt,165,15,23,2020-04-08,0
3706,34147466,Carol’s Guesthouse (1st Floor),252018909,Carol,Chatham,41.75101,-87.61816,Entire home/apt,60,2,26,2020-07-21,328
3707,34155756,"Luxury studio in Lincoln Park, near DePaul U 5",172402450,Lora,Lincoln Park,41.93183,-87.66506,Entire home/apt,55,1,76,2020-09-06,196
3708,34173702,Sunny 2BR Apartment - 1 minute walk to Brown Line!,258008948,Angela,Albany Park,41.96622,-87.70754000000002,Entire home/apt,124,1,104,2020-08-17,139
3709,34177434,"Stylish Downtown High-Rise: City Views, Pool & Gym",183323422,Turnkey Vacation Rentals,Near North Side,41.89243,-87.62854,Entire home/apt,110,31,1,2020-02-22,36
3710,34179609,North Center Coach House,52828643,Daniel,North Center,41.95838,-87.68008,Entire home/apt,199,2,32,2019-10-29,4
3711,34181882,"Comfy Escape Near Midway, Free Parking!",258075642,Brian,Ashburn,41.74491,-87.73574,Private room,37,1,77,2020-07-26,90
3712,34182231,30 E. Huron #910 Private Residences,257464365,Kevin,Near North Side,41.8948,-87.62617,Entire home/apt,85,30,1,2019-10-24,90
3713,34201647,Cute and Cozy Bronzeville Garden Apartment,193524050,Maria,Grand Boulevard,41.81855,-87.61683000000002,Entire home/apt,175,3,9,2019-10-20,180
3714,34203312,15% DISCOUNT- ASK ME FOR IT NOW,6401608,Philip,Loop,41.88614000000001,-87.62526,Entire home/apt,400,3,5,2019-09-25,0
3715,34203384,SUITABLE CONVENIENCE RIVER NORTH MODERN APARTMENT,3965428,Rob,Near North Side,41.88983,-87.6374,Entire home/apt,116,60,1,2019-08-05,365
3716,34211831,Amazing View @WestLoop close to #WillisTower ✭,245574996,Matthew,Near West Side,41.88214,-87.64288,Entire home/apt,131,3,44,2020-09-07,99
3717,34224437,"Bright, new 2BR in the heart of East Lakeview",40738849,Danielle,Lake View,41.94027,-87.64817,Entire home/apt,185,2,21,2020-07-13,47
3718,34234154,Blackbeard Wheat Room,258297883,Darkhan,Humboldt Park,41.88855,-87.72009,Private room,45,1,78,2020-08-14,358
3719,34249160,"Walk to Cinema, Eats | Boystown w/ W&D | Zencity",47172572,Zencity,Lake View,41.93339,-87.64556,Entire home/apt,65,1,82,2020-08-01,0
3720,34256646,Great Space at a Getaway Place Logan Square,83145380,KaWanda,Logan Square,41.91784000000001,-87.7203,Entire home/apt,100,3,3,2020-01-01,363
3721,34257556,Comfortable Bronzeville Brownstone Apartment,62642421,Charleston,Grand Boulevard,41.81254000000001,-87.62488,Private room,34,1,46,2020-03-31,0
3722,34274882,"Cozy Bucktown 2 bedroom, 2 floors",40279213,Tom,Logan Square,41.92082,-87.68236999999998,Entire home/apt,101,5,6,2020-07-11,102
3723,34274922,Summer House Chicago - Lincoln Park,35916506,Mary,Lincoln Park,41.92667,-87.64747,Private room,85,3,8,2019-08-10,90
3724,34276639,Heart of Lincoln Square,42063884,James,Lincoln Square,41.96747,-87.68056999999997,Entire home/apt,206,30,13,2020-01-31,49
3725,34282152,"Beautiful, clean & Cool host...but not too cool",258823227,Kenya,South Chicago,41.74747,-87.56893000000002,Private room,59,1,22,2019-10-20,123
3726,34282539,Lincoln Park/Boystown One-bedroom by Lakeshore Dr.,45487172,Juavanie,Lincoln Park,41.91893,-87.64236,Entire home/apt,69,1,75,2020-09-18,165
3727,34282874,"Newly renovated, Family/Kid Friendly, near Wrigley",258828918,Patty,North Center,41.95307,-87.68688,Entire home/apt,192,2,15,2020-09-06,106
3728,34288514,Beautiful Private Garden Apt in Chicago's Logan Sq,226768155,Earl,Logan Square,41.93086,-87.6955,Entire home/apt,55,2,45,2020-03-16,0
3729,34303597,Charming & Peaceful Old Town Retreat,9094538,Nicole,Lincoln Park,41.9153,-87.64134,Entire home/apt,72,2,22,2020-07-28,143
3730,34305526,Kasa | Chicago | Premiere 2BD/2BA South Loop Apartment,88566861,Kasa,Loop,41.87029,-87.62998,Entire home/apt,238,2,61,2020-09-14,289
3731,34311462,Art escape room,110725131,Ronak,East Garfield Park,41.87619,-87.72001999999998,Private room,34,31,3,2020-08-08,160
3732,34317819,Simple and Cozy Logan Square Garden Apt.,137501409,Giovannie,Logan Square,41.93069000000001,-87.72059,Entire home/apt,61,1,34,2020-08-23,60
3733,34318581,Rm2 Quiet&Cozy CityLakeHouse Chicago—Nonsmkrs Only,919044,Caroline,South Shore,41.76447,-87.56893000000002,Private room,33,30,2,2020-07-01,177
3734,34322512,"Excellent location , cozy place",183258122,Santiago,New City,41.7946,-87.66126,Private room,28,1,17,2019-10-27,177
3735,34327660,Private Lincoln Park Condo with 2 Parking Spots,38574685,Katherine,Lincoln Park,41.92147,-87.65427,Entire home/apt,187,2,39,2020-08-19,95
3736,34335412,Cozy and Pristine Studio Apt in Lakeview,148973907,Mia & Noah,Lake View,41.94315,-87.64142,Entire home/apt,92,1,97,2020-09-18,212
3737,34336556,McKinley Park Condos,259228159,Armando,Mckinley Park,41.82546,-87.67041,Entire home/apt,2000,5,9,2019-11-04,180
3738,34337538,Historic Old Town One Bedroom Garden Unit,33004,At Home Inn,Lincoln Park,41.9119,-87.63854,Entire home/apt,125,4,23,2020-03-27,323
3739,34340162,Trendy Wicker Park Loft with Parking!,169297663,William,West Town,41.91149,-87.66744,Entire home/apt,122,2,41,2020-09-09,300
3740,34341160,Hydepark Get Away,259212490,Sandy,Hyde Park,41.80087,-87.59638000000002,Entire home/apt,90,2,0,,173
3741,34345145,Nice bedroom with priv. bath in Lincoln Park Apt,143009850,Nour,Lincoln Park,41.92939000000001,-87.64408,Private room,60,1,5,2019-08-18,0
3742,34346271,Upscale Renovated Home IIT/McCormick-Free Parking!,260871189,Olaitan,Douglas,41.82883,-87.61926,Private room,159,2,20,2020-08-09,178
3743,34348324,"Close to O’Hare airport,train,shopping mall,Casino",259330053,Ghaidaa,Ohare,41.97309,-87.84193,Entire home/apt,85,1,25,2020-02-25,296
3744,34355843,Fully Equipped Family Getaway*Backyard*4min to L,12611502,Kat,Avondale,41.94362,-87.72131999999998,Entire home/apt,100,2,40,2020-08-15,263
3745,34357362,"1BR w/ Open Kitchen, Sauna, Gym, near Riverwalk by Blueground",107434423,Blueground,Near North Side,41.89063,-87.61903000000002,Entire home/apt,135,30,0,,344
3746,34357910,Cozy Bridgeport Refuge,3921883,Kent,Bridgeport,41.84299,-87.64057,Private room,40,2,27,2020-03-19,0
3747,34368654,Miller Cottage,259470699,Vmo,Near West Side,41.86968,-87.65156,Entire home/apt,132,2,3,2019-06-16,87
3748,34383700,Beautiful cozy place,183258122,Santiago,New City,41.79428,-87.66183000000002,Private room,23,1,12,2020-07-01,150
3749,34383951,Chic Contemporary Condo near Wrigleyville,225715038,Tom,North Center,41.95404,-87.68603,Entire home/apt,216,3,22,2020-09-11,295
3750,34389020,Luxury Studio Loft with Enormous Personal Patio,11129557,Rent Local,West Town,41.90215,-87.66573000000002,Entire home/apt,94,1,57,2020-09-13,97
3751,34390242,PANORAMIC SKYLINE VIEWS At Your Luxury Studio Loft,11129557,Rent Local,West Town,41.9027,-87.66618000000003,Entire home/apt,94,1,69,2020-09-18,98
3752,34420421,I welcome you to your home away from home..,40025536,Abigail,West Town,41.89784,-87.67168000000002,Entire home/apt,113,2,28,2020-08-29,270
3753,34438873,Unbeatable Vintage Lincoln Park location,259968193,Mark,Lincoln Park,41.92345,-87.64066,Entire home/apt,111,2,58,2020-05-25,0
3754,34442543,Historic Greystone Apartment with free parking.,6789528,Peter,Lake View,41.94387,-87.65173,Entire home/apt,179,1,53,2019-12-15,78
3755,34447807,Big Room 3mins From Subway. Douglas Park/Pilsen,46820434,Ivan,North Lawndale,41.85468,-87.70602,Private room,26,3,0,,90
3756,34448656,Edgewater Glen Suite in Historical Home,8452959,Katie,Edgewater,41.99373,-87.66229,Entire home/apt,121,3,66,2020-08-31,35
3757,34465373,Luxury Single Family Lincoln Park Home,8276496,Matt,Lincoln Park,41.92963,-87.66986,Entire home/apt,1085,3,9,2020-08-09,180
3758,34477663,Casa de sonrisas,260251492,Anna,West Town,41.89782,-87.69233,Private room,100,1,1,2019-08-15,90
3759,34481210,Logan Square Garden Sanctuary,72404211,Tess,Logan Square,41.91951,-87.70356,Entire home/apt,80,2,46,2020-03-15,0
3760,34490721,MOD MILLENNIUM PARK 1BR/1BA PRIME LOCATION!,63313003,K,Loop,41.88508,-87.62475,Entire home/apt,155,32,0,,365
3761,34502647,Cozy two bedroom in Humboldt Park,28459008,Nyree,West Town,41.89843,-87.69688000000002,Entire home/apt,64,3,2,2019-07-07,0
3762,34503150,"High Rise Apt, Heart of Chicago",8021632,Hessam,Loop,41.88833,-87.62214,Entire home/apt,179,2,4,2019-09-22,0
3763,34506763,Lincoln Park Duplex,260438670,Jeff,Lincoln Park,41.91476,-87.65205,Entire home/apt,161,1,4,2020-09-06,347
3764,34514690,Lighthouse Room,110725131,Ronak,West Garfield Park,41.8772,-87.72228,Private room,35,31,3,2020-01-04,179
3765,34517680,Wicker Park 1320,2479544,The Joneses,West Town,41.90247,-87.68238000000002,Entire home/apt,429,3,1,2019-09-01,365
3766,34528084,Little Italy Historic Restoration  Row House,259373948,Tom,Near West Side,41.87156,-87.65964,Entire home/apt,150,3,1,2020-02-16,0
3767,34532548,Royalty Room,110725131,Ronak,West Garfield Park,41.87575,-87.72108,Private room,35,3,5,2020-08-29,171
